timestamp,0,1,2,3,4,5,6,7,8,is_anomaly,anomaly
43,37,2,76,0,36,0,38,39,2,0,False
44,56,-4,88,0,56,0,31,31,0,0,False
45,37,-3,81,-2,38,-9,43,42,0,0,False
46,47,0,84,4,46,0,38,38,0,0,False
47,41,1,86,2,42,14,45,45,0,0,False
48,53,3,81,0,54,0,27,26,0,0,False
49,47,5,79,0,46,0,32,32,0,0,False
50,104,7,105,7,70,0,1,35,34,1,False
51,101,-3,102,-4,72,0,1,29,28,1,False
52,45,0,86,0,44,-17,41,42,2,0,False
53,42,4,77,0,42,1,35,35,0,0,False
54,45,0,79,0,44,-4,34,35,2,0,False
55,37,0,80,0,36,15,43,44,2,0,False
56,42,0,83,2,42,0,41,42,2,0,False
57,51,1,88,0,52,7,37,37,0,0,False
58,49,3,82,0,46,-8,33,35,2,0,False
59,41,1,86,3,42,6,45,45,0,0,False
60,37,0,77,0,336,4910,41,-258,-298,0,True
61,49,0,84,0,46,-4,36,38,2,0,False
62,37,-1,77,-3,34,-6,40,43,2,0,False
63,41,0,79,0,38,-23,38,41,2,0,False
64,51,0,79,0,52,2,27,27,0,0,False
65,41,0,77,0,42,5,37,36,0,0,False
66,46,-3,80,0,46,0,34,34,0,0,False
67,44,0,82,-1,44,0,38,38,0,0,False
68,45,0,83,0,46,31,37,36,0,0,False
69,37,0,77,-1,36,4,40,41,0,0,False
70,37,0,75,-1,36,0,38,39,0,0,False
71,37,1,77,-2,34,0,40,43,2,0,False
72,51,0,79,0,50,-6,28,30,2,0,False
73,46,-4,76,-1,46,0,29,29,0,0,False
74,49,0,77,5,50,5,28,28,0,0,False
75,45,0,108,0,44,-3,62,64,2,0,False
76,42,0,79,-2,42,0,36,37,2,0,False
77,37,0,78,0,20,-10,41,57,16,0,False
78,37,0,76,-3,36,-10,39,40,2,0,False
79,53,5,84,0,52,-5,31,32,2,0,False
80,38,4,76,0,38,4,38,37,0,0,False
81,40,0,80,0,38,-2,40,41,2,0,False
82,47,2,95,3,46,0,48,49,0,0,False
83,45,0,79,5,44,0,34,35,2,0,False
84,41,-1,86,0,42,0,45,45,0,0,False
85,56,0,95,0,56,15,40,39,0,0,False
86,51,-3,83,0,50,-14,32,33,2,0,False
87,37,0,75,0,34,10,38,41,2,0,False
88,37,0,75,0,28,16,38,46,8,0,False
89,81,-2,84,0,-18,-30,4,103,98,1,False
90,43,0,95,-4,42,-4,52,54,2,0,False
91,41,0,84,2,42,25,43,43,0,0,False
92,49,0,87,-7,46,-25,38,41,2,0,False
93,49,0,83,0,46,-14,34,37,2,0,False
94,37,-3,77,0,20,0,40,56,16,0,False
95,81,0,84,0,-12,29,4,97,94,1,False
96,55,1,84,0,54,-1,29,30,2,0,False
97,42,0,81,-2,42,-4,39,39,0,0,False
98,79,0,83,0,-40,3,4,125,120,1,False
99,59,-5,84,0,60,6,25,24,0,0,False
100,56,-3,87,0,56,0,31,30,0,0,False
101,46,0,80,0,46,0,34,34,0,0,False
102,37,0,83,0,34,7,47,50,2,0,False
103,37,0,77,0,2,17,40,74,34,0,False
104,53,-1,87,-5,52,-10,34,35,2,0,False
105,37,-1,79,-4,36,-6,42,43,2,0,False
106,44,-1,82,-4,44,0,38,38,0,0,False
107,48,-3,95,0,46,-4,47,49,2,0,False
108,42,5,79,5,42,0,37,38,0,0,False
109,37,0,106,-1,34,0,68,72,4,0,False
110,37,0,81,5,36,-3,43,44,2,0,False
111,44,-4,82,-3,44,0,38,38,0,0,False
112,45,0,83,0,46,19,38,37,0,0,False
113,55,2,83,-2,54,0,28,29,0,0,False
114,41,3,78,0,38,-1,37,39,2,0,False
115,37,0,78,-5,8,0,41,70,30,0,False
116,57,3,91,0,56,0,34,34,0,0,False
117,37,0,76,0,38,14,38,37,0,0,False
118,37,0,77,0,8,-8,41,70,28,0,False
119,37,0,76,-5,28,6,39,47,8,0,False
120,49,4,84,0,50,2,35,35,0,0,False
121,37,0,77,5,-12,-10,41,90,50,0,False
122,50,-4,85,0,50,0,35,36,2,0,False
123,51,-2,87,0,52,5,36,35,0,0,False
124,37,0,93,0,12,7,56,81,24,0,False
125,56,0,82,1,54,-12,26,28,2,0,False
126,43,0,81,3,42,-4,38,40,2,0,False
127,55,-2,108,0,54,-3,52,53,2,0,False
128,37,0,81,-1,36,-18,43,44,2,0,False
129,45,-1,78,-3,44,-5,33,34,2,0,False
130,41,0,77,7,38,0,36,38,2,0,False
131,48,1,87,0,46,0,39,41,2,0,False
132,43,0,81,0,44,15,37,37,0,0,False
133,37,0,92,0,24,3,55,69,14,0,False
134,46,1,83,0,44,-9,37,39,2,0,False
135,49,-2,77,3,46,-30,28,30,2,0,False
136,45,0,83,0,44,2,38,39,0,0,False
137,48,-3,109,-6,46,0,61,62,2,0,False
138,37,0,83,0,34,5,46,49,4,0,False
139,50,-4,83,0,50,0,33,34,2,0,False
140,47,-2,75,0,46,0,28,28,0,0,False
141,48,1,81,-1,46,0,33,34,2,0,False
142,50,3,107,0,50,0,57,58,0,0,False
143,38,0,102,-4,34,0,65,69,4,0,False
144,37,0,106,17,28,0,69,77,8,0,False
145,37,0,77,0,-6,-19,41,85,44,0,False
146,37,0,79,0,26,-22,42,53,12,0,False
147,43,0,84,0,44,13,41,41,0,0,False
148,36,-1,81,0,36,0,45,45,0,0,False
149,45,1,80,0,46,31,35,34,0,0,False
150,58,5,88,0,56,0,30,31,2,0,False
151,48,0,88,-4,46,0,40,41,2,0,False
152,105,-1,106,2,70,0,2,36,34,1,False
153,54,-1,86,-1,54,-2,32,32,0,0,False
154,79,2,83,0,-42,-19,4,126,122,1,False
155,37,0,97,0,24,-30,60,73,14,0,False
156,46,-3,109,2,46,0,63,63,0,0,False
157,37,0,78,0,16,-11,42,63,22,0,False
158,37,0,78,0,12,-10,41,65,24,0,False
159,54,2,80,0,54,0,26,26,0,0,False
160,37,0,104,-9,28,0,67,75,8,0,False
161,43,-3,86,0,42,-16,42,44,2,0,False
162,41,-1,89,0,38,-14,48,50,2,0,False
163,39,0,107,-2,38,0,68,68,0,0,False
164,46,0,107,0,46,4,61,60,0,0,False
165,37,4,76,0,34,-10,39,43,4,0,False
166,44,1,76,0,44,8,32,32,0,0,False
167,53,0,79,0,54,14,26,24,0,0,False
168,44,0,81,-1,44,5,37,37,0,0,False
169,37,0,75,-2,34,0,38,41,2,0,False
170,52,4,84,-1,52,-2,31,32,0,0,False
171,80,0,85,6,-40,10,5,126,122,1,False
172,37,0,76,0,36,4,39,40,2,0,False
173,44,2,75,0,44,11,31,31,0,0,False
174,43,-5,83,0,42,-9,39,41,2,0,False
175,41,-1,76,0,38,-24,35,37,2,0,False
176,45,0,86,0,44,-10,41,42,2,0,False
177,67,-2,110,0,68,0,43,43,0,0,False
178,37,-67,106,0,36,31,69,69,0,0,False
179,56,0,108,0,54,-14,52,53,2,0,False
180,42,0,86,-3,42,0,44,44,0,0,False
181,56,0,84,0,54,-19,28,30,2,0,False
182,38,2,80,0,38,4,42,41,0,0,False
183,45,0,86,0,44,-3,41,42,2,0,False
184,44,0,83,-1,44,0,38,39,0,0,False
185,45,-2,83,0,44,-7,37,39,2,0,False
186,53,-1,88,0,54,4,35,34,0,0,False
187,51,0,83,0,52,19,31,31,0,0,False
188,41,0,81,0,38,-3,41,43,2,0,False
189,46,0,88,0,46,0,41,41,0,0,False
190,43,0,77,0,42,0,34,36,2,0,False
191,45,2,76,-3,44,-5,31,32,0,0,False
192,41,1,97,0,42,4,55,55,0,0,False
193,37,0,81,2,26,0,44,55,10,0,False
194,83,0,86,0,-4,0,3,92,88,1,False
195,43,0,87,0,42,-6,44,46,2,0,False
196,46,2,78,0,46,9,32,32,0,0,False
197,37,0,79,0,26,-4,42,53,12,0,False
198,43,-1,83,0,42,-6,39,41,2,0,False
199,37,0,83,1,24,0,46,59,14,0,False
200,56,3,89,0,56,0,33,32,0,0,False
201,37,0,78,0,0,-11,42,78,36,0,False
202,48,1,87,-6,46,-4,39,41,2,0,False
203,37,0,90,0,30,9,53,59,6,0,False
204,51,-3,84,4,52,1,33,32,0,0,False
205,37,0,78,0,12,11,41,65,24,0,False
206,37,0,97,-6,34,0,59,63,4,0,False
207,45,-1,77,2,44,0,32,33,0,0,False
208,49,0,84,0,50,18,35,35,0,0,False
209,53,0,81,4,52,-22,28,29,2,0,False
210,37,2,90,0,28,0,53,62,8,0,False
211,37,0,77,1,36,0,41,41,0,0,False
212,70,57,82,0,-42,-4,12,126,114,1,False
213,61,-2,111,0,60,0,50,52,2,0,False
214,59,0,86,0,60,21,28,27,0,0,False
215,49,0,95,3,50,4,46,46,0,0,False
216,45,2,86,6,44,0,41,42,2,0,False
217,45,0,79,0,46,6,33,32,0,0,False
218,55,-3,96,0,54,-3,41,42,2,0,False
219,49,0,78,0,50,3,29,29,0,0,False
220,39,3,77,0,38,0,38,38,0,0,False
221,56,0,86,0,56,15,31,30,0,0,False
222,37,0,81,0,18,-26,44,63,18,0,False
223,41,0,82,-2,38,-3,41,43,2,0,False
224,45,-3,88,0,44,0,44,44,0,0,False
225,37,0,83,0,8,24,46,75,30,0,False
226,43,0,77,0,42,-8,34,36,2,0,False
227,84,6,89,0,6,-6,5,84,78,1,False
228,37,0,79,-1,6,-23,43,74,32,0,False
229,37,0,81,0,38,7,43,42,0,0,False
230,43,0,77,0,42,-19,34,35,2,0,False
231,50,1,78,-2,50,0,28,29,2,0,False
232,39,3,86,0,38,0,48,48,0,0,False
233,43,0,81,0,42,-10,37,39,2,0,False
234,37,0,79,0,36,9,42,43,2,0,False
235,58,-4,91,0,56,0,33,34,0,0,False
236,45,0,93,2,44,0,49,50,0,0,False
237,38,3,76,0,38,8,38,37,0,0,False
238,37,0,79,-3,36,-1,41,43,2,0,False
239,79,6,83,1,-40,13,4,124,120,1,False
240,36,-1,76,0,36,0,39,39,0,0,False
241,85,-3,88,0,2,-25,3,86,82,1,False
242,37,3,77,0,36,0,41,41,0,0,False
243,37,0,77,0,26,-19,41,52,10,0,False
244,45,0,79,0,46,14,34,33,0,0,False
245,43,-5,77,0,44,19,34,33,0,0,False
246,41,0,83,2,38,-1,42,44,2,0,False
247,43,0,77,10,42,-34,34,36,2,0,False
248,37,0,103,0,24,16,66,80,14,0,False
249,50,1,90,3,50,0,39,41,2,0,False
250,45,0,84,8,44,-8,39,41,2,0,False
251,48,0,89,4,46,-7,41,42,2,0,False
252,85,0,88,-3,6,0,3,83,80,1,False
253,47,-2,106,0,46,0,59,60,0,0,False
254,37,-6,78,0,10,0,42,68,26,0,False
255,37,-38,106,-104,30,-17,69,75,6,1,False
256,58,0,91,2,56,0,33,34,2,0,False
257,46,0,78,-7,46,5,32,32,0,0,False
258,56,0,82,0,56,10,26,25,0,0,False
259,39,-2,86,0,38,0,46,47,0,0,False
260,51,2,81,-5,50,0,30,32,2,0,False
261,37,0,75,0,20,11,38,54,16,0,False
262,41,-2,80,0,38,-20,39,41,2,0,False
263,53,0,86,0,52,-10,33,34,2,0,False
264,46,2,88,0,46,3,42,41,0,0,False
265,37,0,78,0,6,-4,41,73,32,0,False
266,44,0,79,-2,44,0,35,35,0,0,False
267,38,-3,76,0,38,0,38,37,0,0,False
268,52,4,91,0,52,0,38,39,0,0,False
269,37,0,93,0,16,4,55,77,22,0,False
270,44,4,82,-7,44,1,38,38,0,0,False
271,37,0,79,-4,24,0,42,55,14,0,False
272,46,0,87,-7,46,0,41,41,0,0,False
273,52,-3,86,0,52,-4,33,34,0,0,False
274,41,0,79,0,38,0,39,41,2,0,False
275,56,0,80,0,54,-15,24,26,2,0,False
276,82,1,86,0,-6,0,3,94,90,1,False
277,60,-5,111,0,60,0,50,51,2,0,False
278,44,1,88,0,44,4,44,44,0,0,False
279,46,1,87,0,46,7,41,41,0,0,False
280,52,-3,88,0,52,0,35,36,0,0,False
281,37,0,78,0,-2,-6,42,81,40,0,False
282,43,0,78,-7,42,0,35,37,2,0,False
283,37,0,84,0,18,-25,47,66,18,0,False
284,42,-4,85,0,42,0,43,44,2,0,False
285,43,0,79,3,42,0,37,38,2,0,False
286,78,-2,82,0,-40,0,4,123,120,1,False
287,48,0,88,0,46,0,39,41,2,0,False
288,55,0,90,0,54,0,36,36,0,0,False
289,78,0,82,-2,-40,0,4,123,120,1,False
290,39,1,77,2,38,0,38,38,0,0,False
291,43,1,77,0,42,0,34,35,2,0,False
292,107,-2,108,-2,70,-28,1,38,38,1,False
293,55,-1,81,-6,54,-8,26,27,0,0,False
294,41,0,106,0,38,-28,64,67,2,0,False
295,58,-4,85,0,56,0,28,28,0,0,False
296,37,0,76,0,34,13,39,42,4,0,False
297,42,-1,78,0,42,0,36,37,2,0,False
298,42,5,82,0,42,0,40,41,0,0,False
299,53,0,103,-1,52,-17,50,51,2,0,False
300,42,2,75,0,42,0,33,34,0,0,False
301,37,4,106,0,18,0,68,88,20,0,False
302,49,-1,81,0,50,5,33,32,0,0,False
303,46,0,77,5,46,0,31,30,0,0,False
304,41,1,107,0,38,-7,66,68,2,0,False
305,37,0,76,-2,26,1,39,50,12,0,False
306,44,-4,77,0,44,4,34,34,0,0,False
307,49,-2,83,0,50,0,34,34,0,0,False
308,52,2,81,0,52,0,29,29,0,0,False
309,37,0,77,0,2,-11,40,75,34,0,False
310,37,0,83,0,6,-5,47,78,32,0,False
311,46,4,77,0,44,-21,32,34,2,0,False
312,51,1,81,0,52,12,29,29,0,0,False
313,37,0,106,0,28,-9,69,78,8,0,False
314,54,3,83,-3,54,0,29,29,0,0,False
315,102,0,103,0,72,24,1,31,30,1,False
316,62,0,109,0,62,23,48,47,0,0,False
317,44,0,82,1,44,1,38,38,0,0,False
318,45,4,87,-1,44,0,42,43,2,0,False
319,45,0,81,0,44,-3,36,37,2,0,False
320,37,-1,76,-3,20,-7,39,55,16,0,False
321,45,0,88,2,44,0,44,44,0,0,False
322,44,0,87,-5,44,0,43,43,0,0,False
323,37,-3,77,0,38,8,39,38,0,0,False
324,37,0,77,1,20,0,40,56,16,0,False
325,37,-15,78,0,10,0,42,68,26,0,False
326,56,1,80,0,56,1,24,23,0,0,False
327,47,-4,86,0,46,0,39,39,0,0,False
328,49,-4,107,-1,50,0,58,58,0,0,False
329,57,0,82,0,56,0,25,25,0,0,False
330,41,1,108,0,42,10,66,66,0,0,False
331,37,0,79,0,10,13,42,68,26,0,False
332,62,-2,108,0,60,0,45,48,2,0,False
333,43,0,86,0,44,21,43,42,0,0,False
334,55,0,87,-1,56,18,32,30,0,0,False
335,47,-1,86,-2,46,0,39,39,0,0,False
336,45,-4,81,1,44,-21,36,37,2,0,False
337,57,0,88,-1,56,0,31,31,0,0,False
338,37,0,76,0,30,-23,40,45,6,0,False
339,41,-1,100,0,42,0,59,59,0,0,False
340,49,-1,79,0,50,1,30,30,0,0,False
341,37,0,104,-2,16,-14,67,89,22,0,False
342,107,-2,108,-1,70,-23,1,38,38,1,False
343,56,3,85,0,56,23,29,28,0,0,False
344,44,2,83,0,44,9,39,39,0,0,False
345,49,-1,86,0,50,4,37,37,0,0,False
346,37,0,78,0,8,21,41,70,30,0,False
347,106,0,107,-5,70,0,1,37,36,1,False
348,37,0,78,0,12,-9,41,65,24,0,False
349,43,0,102,0,44,15,59,58,0,0,False
350,56,0,92,0,56,0,36,35,0,0,False
351,42,0,79,6,42,0,36,37,2,0,False
352,37,0,93,-7,12,0,55,80,24,0,False
353,66,0,109,0,68,4,43,42,0,0,False
354,39,0,79,-1,38,-2,41,41,0,0,False
355,37,0,79,3,8,0,42,71,30,0,False
356,84,1,87,0,-4,0,3,92,88,1,False
357,51,-4,86,0,52,17,35,34,0,0,False
358,52,-3,84,0,52,0,31,32,0,0,False
359,49,0,95,0,46,-6,47,49,2,0,False
360,37,0,95,0,18,22,58,77,20,0,False
361,50,-3,81,0,50,0,31,32,2,0,False
362,44,0,81,2,42,-12,37,39,2,0,False
363,37,0,76,0,20,-20,40,55,16,0,False
364,45,0,82,0,44,-11,37,38,2,0,False
365,37,0,78,0,2,-24,42,75,34,0,False
366,43,0,81,-7,42,0,38,40,2,0,False
367,41,-1,81,0,42,0,39,39,0,0,False
368,45,-1,88,0,44,0,44,44,0,0,False
369,37,0,106,0,34,-12,69,72,4,0,False
370,45,0,79,0,46,5,34,33,0,0,False
371,37,0,79,0,10,224,42,69,26,0,True
372,76,0,81,8,-40,9,5,122,116,1,False
373,44,-1,85,0,44,3,41,41,0,0,False
374,43,-1,76,0,44,19,32,32,0,0,False
375,56,2,88,0,54,-5,32,33,2,0,False
376,48,0,81,-4,46,0,32,34,2,0,False
377,55,1,77,0,54,0,23,23,0,0,False
378,37,2,97,0,34,-2,60,64,4,0,False
379,44,0,86,0,42,-19,42,44,2,0,False
380,37,0,78,0,-2,4,42,81,40,0,False
381,49,1,95,-3,50,0,46,46,0,0,False
382,37,0,95,1,10,0,58,84,26,0,False
383,44,0,99,-1,42,-16,56,58,2,0,False
384,107,-4,108,0,70,0,1,38,36,1,False
385,37,0,77,0,26,-7,41,52,10,0,False
386,56,0,86,1,56,0,31,30,0,0,False
387,42,0,80,-7,42,0,38,39,0,0,False
388,37,0,76,0,36,3,39,39,0,0,False
389,80,1,84,0,-28,0,4,112,108,1,False
390,45,3,79,0,44,-2,34,35,2,0,False
391,43,0,89,5,42,0,46,48,2,0,False
392,44,1,86,0,44,4,43,42,0,0,False
393,50,-1,86,0,50,-1,36,37,0,0,False
394,51,-1,86,0,50,-6,36,37,2,0,False
395,45,-1,78,-6,46,14,33,32,0,0,False
396,46,0,86,0,46,4,41,40,0,0,False
397,37,0,83,0,30,-23,46,52,6,0,False
398,42,5,84,1,42,0,42,43,0,0,False
399,56,0,89,0,56,0,33,32,0,0,False
400,37,0,79,-5,26,0,43,54,10,0,False
401,42,-1,88,0,42,0,45,46,2,0,False
402,37,0,75,0,20,5,38,54,16,0,False
403,37,0,96,0,18,-29,59,78,18,0,False
404,85,0,89,0,6,26,4,84,80,1,False
405,53,0,84,0,54,11,32,30,0,0,False
406,37,0,81,0,24,-18,44,57,14,0,False
407,37,0,77,5,26,0,40,51,10,0,False
408,41,0,76,0,42,25,35,35,0,0,False
409,41,-5,88,0,42,10,47,46,0,0,False
410,45,-4,107,0,44,-19,62,63,2,0,False
411,56,0,107,0,56,26,51,50,0,0,False
412,49,1,106,0,46,-3,58,60,2,0,False
413,45,1,86,-3,44,0,40,42,2,0,False
414,50,-2,81,-6,50,-8,32,32,0,0,False
415,48,-2,95,0,46,-3,47,49,2,0,False
416,37,0,83,-1,18,0,47,65,18,0,False
417,41,0,82,0,38,-21,41,43,2,0,False
418,62,0,109,0,62,11,48,47,0,0,False
419,43,-2,77,0,42,-16,34,36,2,0,False
420,50,0,110,1,50,0,60,61,2,0,False
421,37,0,77,0,34,-2,40,44,4,0,False
422,48,-4,79,0,46,0,31,33,2,0,False
423,37,0,77,0,0,-10,40,77,36,0,False
424,49,1,78,0,50,14,29,29,0,0,False
425,55,1,81,0,54,0,27,27,0,0,False
426,58,3,81,-5,56,0,24,24,0,0,False
427,37,0,81,5,34,1,43,47,4,0,False
428,46,-2,93,3,46,5,47,46,0,0,False
429,41,-3,78,0,42,12,37,37,0,0,False
430,46,5,86,0,46,7,40,39,0,0,False
431,56,0,96,0,54,14,40,42,2,0,False
432,42,-3,99,0,42,0,57,58,2,0,False
433,45,-3,85,-1,44,0,41,41,0,0,False
434,41,0,81,0,42,17,40,39,0,0,False
435,46,0,88,0,44,-26,42,44,2,0,False
436,80,-4,84,0,-14,0,4,99,96,1,False
437,85,0,88,1,-2,0,3,91,88,1,False
438,37,0,75,0,26,23,38,49,12,0,False
439,56,-1,96,0,54,3,40,42,2,0,False
440,41,2,86,5,42,10,45,45,0,0,False
441,37,0,77,0,26,-2,41,52,10,0,False
442,83,0,86,0,-6,-21,3,94,90,1,False
443,41,-2,81,0,42,6,40,39,0,0,False
444,44,-3,86,0,44,0,42,42,0,0,False
445,44,2,84,0,44,15,40,40,0,0,False
446,44,0,76,1,44,8,32,32,0,0,False
447,37,0,77,0,28,511,40,48,8,0,True
448,37,0,81,0,24,-5,44,57,14,0,False
449,44,3,76,0,44,12,32,32,0,0,False
450,37,0,77,-1,34,2,40,43,4,0,False
451,37,0,79,0,36,-8,42,43,2,0,False
452,54,-1,82,0,54,0,28,28,0,0,False
453,49,0,95,2,50,1,46,46,0,0,False
454,37,0,76,0,28,24,39,48,8,0,False
455,44,1,86,0,44,22,42,42,0,0,False
456,45,0,77,0,44,-14,32,34,2,0,False
457,42,-2,85,0,42,0,43,44,0,0,False
458,51,0,83,0,52,9,32,32,0,0,False
459,37,0,78,-4,28,0,41,50,8,0,False
460,42,0,78,-3,42,0,37,37,0,0,False
461,47,0,76,7,46,0,30,30,0,0,False
462,57,0,82,5,56,0,25,25,0,0,False
463,56,0,95,0,54,1,39,41,2,0,False
464,105,0,106,-3,72,8,1,34,34,1,False
465,56,0,82,0,56,27,26,25,0,0,False
466,45,0,77,0,46,31,31,30,0,0,False
467,57,0,81,3,56,0,24,24,0,0,False
468,59,0,86,0,60,3,28,27,0,0,False
469,37,0,81,0,20,6,44,60,16,0,False
470,43,0,77,-7,42,0,34,36,2,0,False
471,51,5,102,0,52,9,51,50,0,0,False
472,37,0,95,-2,18,-10,58,77,18,0,False
473,37,0,81,0,38,9,43,42,0,0,False
474,58,0,88,5,56,0,30,31,2,0,False
475,37,0,106,0,24,-2,69,83,14,0,False
476,43,-2,81,0,42,-10,37,39,2,0,False
477,42,4,86,0,42,0,43,44,2,0,False
478,43,-1,83,0,42,-3,40,42,2,0,False
479,43,1,102,0,42,0,60,61,2,0,False
480,56,0,90,0,54,-16,34,35,2,0,False
481,44,0,86,-2,42,-30,42,44,2,0,False
482,43,0,86,2,42,-1,43,45,2,0,False
483,37,0,106,7,36,0,69,70,2,0,False
484,64,0,113,0,62,-12,48,51,2,0,False
485,44,3,81,0,42,-13,37,39,2,0,False
486,37,0,79,-4,36,-5,41,43,2,0,False
487,37,0,78,0,10,20,41,68,26,0,False
488,45,0,86,6,44,-12,41,42,2,0,False
489,41,0,83,0,42,9,41,41,0,0,False
490,49,0,82,0,50,11,33,33,0,0,False
491,76,2,81,1,-40,11,5,122,118,1,False
492,53,0,86,1,52,-14,33,35,2,0,False
493,37,0,76,-1,30,0,39,45,6,0,False
494,55,4,86,0,54,0,30,32,2,0,False
495,50,3,77,5,50,0,27,28,2,0,False
496,37,-1,106,-3,36,-5,69,69,0,0,False
497,41,0,83,0,42,10,41,41,0,0,False
498,37,0,98,0,30,-13,61,67,6,0,False
499,39,-3,78,6,38,0,39,39,0,0,False
500,37,-2,75,0,36,-13,37,39,2,0,False
501,37,0,77,0,-24,-3,41,103,62,0,False
502,43,0,81,0,42,-4,38,40,2,0,False
503,49,3,102,0,50,2,53,53,0,0,False
504,38,-3,77,6,38,0,39,38,0,0,False
505,45,0,76,-1,44,-6,31,32,2,0,False
506,37,-5,77,0,36,1,40,41,0,0,False
507,46,2,83,0,46,10,37,37,0,0,False
508,37,0,95,0,16,-7,58,79,22,0,False
509,37,0,83,1,-2,0,46,85,40,0,False
510,59,0,86,0,56,-5,27,29,2,0,False
511,37,0,83,0,16,-24,47,68,22,0,False
512,45,-1,79,0,46,9,34,33,0,0,False
513,45,-1,88,0,44,-16,42,44,2,0,False
514,38,0,107,0,38,5,69,68,0,0,False
515,45,-4,79,0,44,-15,33,35,2,0,False
516,44,-3,77,0,44,17,33,33,0,0,False
517,81,0,84,0,-22,-13,4,108,104,1,False
518,37,0,81,-1,36,0,44,45,0,0,False
519,48,0,82,-1,46,-2,34,35,2,0,False
520,41,0,80,2,42,0,39,39,0,0,False
521,41,-4,77,0,42,0,36,36,0,0,False
522,47,3,86,2,46,0,40,40,0,0,False
523,37,0,78,0,18,-5,41,60,18,0,False
524,41,0,79,4,42,5,38,38,0,0,False
525,42,2,86,1,42,0,44,45,2,0,False
526,62,0,109,2,60,0,47,49,2,0,False
527,49,0,85,0,50,8,36,36,0,0,False
528,64,1,113,3,62,0,49,51,2,0,False
529,37,0,77,4,8,0,41,70,28,0,False
530,37,0,77,-2,8,0,40,69,28,0,False
531,48,0,84,8,46,0,36,37,2,0,False
532,45,0,85,1,46,18,40,39,0,0,False
533,47,0,86,-7,46,0,39,40,0,0,False
534,37,0,83,0,2,-23,46,80,34,0,False
535,37,0,81,0,-2,13,44,84,40,0,False
536,54,1,82,0,54,0,28,28,0,0,False
537,43,1,76,0,42,0,33,34,2,0,False
538,41,-1,81,0,42,15,41,40,0,0,False
539,79,0,83,0,-30,38,4,114,110,1,False
540,37,0,81,-4,20,1,44,61,16,0,False
541,51,0,86,0,52,5,35,34,0,0,False
542,56,0,95,0,56,4,39,39,0,0,False
543,37,0,106,0,24,-13,68,82,14,0,False
544,48,4,77,0,46,0,28,30,2,0,False
545,45,-1,81,0,44,-17,36,37,2,0,False
546,45,4,108,0,44,0,63,64,0,0,False
547,41,-5,108,0,42,0,67,67,0,0,False
548,37,0,76,0,34,19,39,43,4,0,False
549,46,3,90,0,46,11,44,43,0,0,False
550,54,0,88,-2,54,0,34,33,0,0,False
551,37,-4,90,0,28,0,53,62,8,0,False
552,43,0,85,1,42,0,42,44,2,0,False
553,41,0,88,-3,38,-12,48,50,2,0,False
554,42,-5,84,0,42,0,42,43,2,0,False
555,51,4,85,0,50,-11,34,36,2,0,False
556,37,0,78,0,-4,16,42,83,42,0,False
557,38,-2,92,0,26,31,54,66,12,0,False
558,41,0,79,-1,38,0,39,41,2,0,False
559,45,0,88,0,44,-12,42,44,2,0,False
560,55,4,77,0,54,0,22,23,0,0,False
