timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,is_anomaly,anomaly
29,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,3,10,5,7,2,7,7,0,9,14,6,8,0,8,1,8,0,False
30,1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,1,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,False
31,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0,False
32,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,3,11,3,8,4,8,7,0,7,7,6,8,0,8,3,8,0,False
33,9,14,6,8,3,10,4,5,5,13,3,8,3,7,5,10,4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,8,0,False
34,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,0,False
35,3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,8,0,False
36,1,5,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,False
37,2,7,4,5,3,10,5,1,5,7,5,5,2,8,4,7,2,5,4,4,1,7,7,0,8,14,6,9,0,8,1,8,0,False
38,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,False
39,7,8,8,9,8,7,8,4,6,6,8,7,4,9,10,9,2,10,2,8,2,8,7,0,9,7,6,7,0,8,3,7,0,False
40,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,0,False
41,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8,0,False
42,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,6,15,4,8,3,11,5,5,4,13,3,8,3,8,5,9,0,False
43,3,9,4,6,2,7,7,0,8,14,6,9,0,8,1,8,2,2,1,4,1,7,7,1,8,7,6,8,0,8,3,8,0,False
44,3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,8,0,False
45,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,1,6,1,4,1,7,7,0,7,7,6,8,0,8,2,8,0,False
46,1,7,0,5,0,7,7,5,3,7,6,8,0,8,0,8,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,0,False
47,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,5,12,5,6,3,6,11,3,5,13,6,4,1,8,5,8,0,False
48,2,9,3,7,2,7,7,0,8,13,6,8,0,8,1,8,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,0,False
49,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6,0,False
50,1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,1,5,3,4,1,7,7,0,8,13,6,8,0,8,1,7,0,False
51,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8,0,False
52,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,0,False
53,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,2,11,0,8,2,7,7,5,3,7,6,8,0,8,0,8,0,False
54,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,0,False
55,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,0,False
56,6,12,4,6,2,11,3,4,6,11,2,7,3,8,3,12,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,0,False
57,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,7,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8,0,False
58,6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0,False
59,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10,0,False
60,4,9,6,6,3,9,8,2,8,7,6,6,0,8,4,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0,False
61,3,9,5,6,3,7,7,0,7,13,6,9,0,8,1,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,False
62,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,7,3,5,2,6,8,0,7,13,7,8,0,8,1,7,0,False
63,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0,False
64,2,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,7,13,6,8,3,10,7,2,5,11,5,6,2,10,5,11,0,False
65,3,11,6,8,7,11,6,1,6,8,4,5,3,8,5,9,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0,False
66,3,6,5,7,4,8,8,4,5,7,6,8,3,8,8,8,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,False
67,3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8,0,False
68,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,0,False
69,5,9,7,6,4,7,6,2,7,7,6,9,0,9,4,8,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,0,False
70,7,13,6,7,3,12,5,2,6,12,3,6,2,10,4,12,5,12,4,6,2,11,5,3,6,12,3,7,2,9,4,11,0,False
71,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9,0,False
72,5,10,6,8,3,9,6,2,7,7,6,5,0,8,4,7,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,0,False
73,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,0,False
74,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,False
75,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0,False
76,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8,6,11,7,8,5,7,7,1,7,7,6,8,0,8,4,8,0,False
77,4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,8,5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10,0,False
78,6,11,4,6,2,9,6,6,5,13,5,9,2,8,4,9,3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7,0,False
79,2,7,4,5,4,10,6,2,5,8,5,5,3,8,5,6,1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7,0,False
80,2,8,3,6,2,8,7,0,7,13,6,9,0,8,1,8,1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,0,False
81,3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,6,15,4,8,3,11,5,4,5,12,2,7,3,8,5,10,0,False
82,3,10,4,8,3,7,7,0,7,13,6,8,0,8,1,8,3,7,4,5,2,9,6,0,7,13,5,8,0,8,1,8,0,False
83,4,9,5,7,3,9,6,0,7,13,5,9,0,8,1,8,3,10,5,8,3,8,6,0,7,13,6,9,1,7,2,8,0,False
84,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,5,9,7,6,4,6,6,3,7,7,6,12,0,8,4,9,0,False
85,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,False
86,3,10,4,8,2,7,7,0,8,14,6,8,0,8,1,8,4,11,5,8,3,7,7,0,7,13,6,8,0,8,1,8,0,False
87,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,3,6,4,4,2,6,9,0,6,13,7,7,0,8,1,7,0,False
88,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,0,False
89,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8,0,False
90,2,10,2,8,2,8,7,0,9,7,6,7,0,8,3,7,3,7,4,5,2,7,7,0,8,14,6,8,0,8,1,8,0,False
91,3,10,5,7,6,9,6,3,4,8,5,5,6,7,5,5,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,False
92,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7,0,False
93,7,12,5,6,2,10,5,6,4,13,3,9,3,8,4,9,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,0,False
94,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0,False
95,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8,0,False
96,4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,0,False
97,2,8,3,6,1,7,7,0,8,14,6,9,0,8,1,8,1,6,2,4,1,7,7,0,7,14,6,8,0,8,1,8,0,False
98,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7,2,9,3,7,4,7,7,0,7,7,6,8,0,8,3,8,0,False
99,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,5,12,4,6,3,10,6,3,5,13,3,6,2,8,5,10,0,False
100,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,False
101,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10,0,False
102,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,3,1,1,1,7,7,2,7,7,6,8,0,8,2,8,0,False
103,2,6,3,4,2,7,7,0,6,13,6,8,0,8,1,8,1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8,0,False
104,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,False
105,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,4,1,7,9,0,7,13,6,6,0,8,1,7,0,False
106,2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8,6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,0,False
107,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,0,False
108,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,False
109,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,5,8,6,9,6,7,8,5,6,7,7,7,3,9,9,9,0,False
110,1,3,2,2,0,7,7,1,7,13,6,9,0,8,1,8,3,9,6,7,6,10,5,2,4,9,5,5,3,8,5,7,0,False
111,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,False
112,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7,0,False
113,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8,0,False
114,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,0,False
115,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6,0,False
116,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,0,False
117,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,3,8,6,0,7,13,6,9,2,7,3,8,0,False
118,7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9,2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7,0,False
119,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,2,6,3,4,2,7,7,0,7,13,6,8,0,8,1,8,0,False
120,3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,0,False
121,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,5,4,4,1,7,7,0,8,14,6,9,0,8,1,8,0,False
122,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8,6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10,0,False
123,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,0,False
124,2,10,3,8,2,9,6,0,7,13,5,8,0,8,1,8,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8,0,False
125,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0,False
126,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,0,False
127,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7,0,False
128,5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10,3,11,5,8,6,9,6,3,4,8,5,5,5,8,5,5,0,False
129,2,9,3,7,4,7,7,0,7,7,6,8,0,8,3,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,False
130,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7,0,False
131,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0,False
132,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8,0,False
133,2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,0,False
134,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,4,10,5,8,4,6,8,0,7,13,7,8,0,8,1,7,0,False
135,1,5,1,4,1,8,7,1,7,7,6,7,0,8,3,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,False
136,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0,False
137,6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,5,8,6,6,3,7,5,2,7,7,7,9,1,10,4,8,0,False
138,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,0,False
139,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,0,False
140,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,0,False
141,3,9,5,6,6,10,6,2,5,8,5,5,3,8,5,7,3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10,0,False
142,4,9,3,5,2,6,10,2,5,13,6,4,1,9,4,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,False
143,1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0,False
144,3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0,False
145,7,10,9,8,5,6,8,2,8,7,6,10,0,7,4,8,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7,0,False
146,5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,0,False
147,2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,4,7,5,5,3,7,8,2,7,7,6,9,0,8,4,8,0,False
148,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8,0,False
149,5,9,3,4,1,10,6,5,4,13,3,7,2,8,5,10,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,0,False
150,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,1,3,2,2,0,7,7,1,7,13,6,9,0,8,1,8,0,False
151,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,3,11,4,8,2,7,7,0,8,13,6,8,0,8,1,8,0,False
152,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,False
153,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,5,12,5,6,3,9,8,2,5,12,4,5,2,10,5,11,0,False
154,2,6,4,4,3,10,7,2,4,8,5,5,3,9,5,7,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0,False
155,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8,2,6,4,4,3,10,7,2,4,8,5,5,3,9,5,7,0,False
156,1,3,2,2,1,7,7,1,7,13,6,8,0,8,1,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0,False
157,2,8,3,6,1,9,7,0,8,14,5,8,0,8,1,8,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,0,False
158,1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,0,False
159,4,7,5,8,5,8,9,4,4,7,7,9,4,7,7,6,3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,8,0,False
160,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,5,6,7,7,6,7,9,4,5,7,7,7,3,8,8,8,0,False
161,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0,False
162,2,6,3,4,1,7,7,0,8,14,6,8,0,8,1,8,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,0,False
163,2,7,3,5,1,7,8,0,7,13,6,7,0,8,1,7,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,0,False
164,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,2,1,4,1,7,7,1,7,7,6,9,0,8,3,8,0,False
165,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8,0,False
166,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10,0,False
167,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,False
168,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8,3,11,3,8,4,8,7,0,7,7,6,8,0,8,3,8,0,False
169,4,12,3,6,2,11,5,4,4,12,3,7,3,8,5,10,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,0,False
170,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,5,10,5,5,3,8,8,3,5,12,5,6,2,10,5,10,0,False
171,4,6,6,4,3,6,7,3,8,7,6,11,0,8,4,8,7,15,5,8,3,10,5,6,4,13,3,7,3,8,5,10,0,False
172,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,5,8,7,6,3,9,4,3,6,6,7,4,1,10,4,7,0,False
173,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,0,False
174,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,0,False
175,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,5,10,6,8,4,6,8,0,7,13,7,8,0,8,1,7,0,False
176,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,False
177,7,13,5,7,3,9,7,6,4,13,4,9,3,8,5,10,4,10,5,8,4,6,8,0,7,13,7,8,0,8,1,7,0,False
178,1,4,2,3,0,7,8,0,7,13,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,False
179,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,4,10,6,8,4,7,7,0,8,13,6,8,0,8,1,8,0,False
180,4,8,5,6,3,8,9,1,7,7,6,7,0,7,4,7,2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8,0,False
181,7,10,9,8,5,6,8,2,8,7,6,10,0,7,4,8,3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,0,False
182,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11,5,15,5,8,3,10,6,2,5,11,4,6,2,9,5,12,0,False
183,4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,0,False
184,6,14,6,8,3,8,7,2,5,13,4,5,2,8,6,10,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7,0,False
185,3,6,5,7,4,8,8,4,5,7,6,8,3,8,8,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0,False
186,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,False
187,3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0,False
188,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,1,4,2,3,1,7,7,1,8,13,6,8,0,8,1,8,0,False
189,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8,0,False
190,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,0,False
191,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8,0,False
192,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7,0,False
193,5,9,7,6,4,6,6,3,7,7,6,12,0,8,4,9,2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,0,False
194,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0,False
195,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,9,3,7,3,8,7,0,7,7,6,8,0,8,3,7,0,False
196,2,9,2,6,2,7,7,0,8,7,6,8,0,8,3,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,False
